,card_number,expiry_date,card_provider,date_payment_confirmed,card_number expiry_date,Unnamed: 0
24,4705113322621040.0,09/28,VISA 16 digit,1993-05-21,,
25,4.19649170897543e+18,12/28,VISA 19 digit,2013-07-12,,
26,213185161948593.0,02/26,JCB 15 digit,1994-02-27,,
27,4283860031357340.0,11/28,VISA 16 digit,1997-11-11,,
28,38875319756335.0,04/29,Diners Club / Carte Blanche,1993-03-05,,
29,30524954232578.0,03/31,Diners Club / Carte Blanche,1998-05-09,,
30,213146015575149.0,03/28,JCB 15 digit,2018-02-01,,
31,213110014799456.0,12/27,JCB 15 digit,2006-07-28,,
32,3587335228268190.0,01/31,JCB 16 digit,2010-10-10,,
33,2466043812512990.0,01/29,Mastercard,2007-07-22,,
34,4.49581691878093e+18,07/28,VISA 19 digit,1996-12-04,,
35,3561068246254780.0,04/32,JCB 16 digit,2014-09-11,,
36,36518953180014.0,04/29,Diners Club / Carte Blanche,1993-05-15,,
37,4353807998702.0,03/31,VISA 13 digit,2004-02-11,,
38,6011643620943080.0,08/30,Discover,2004-06-02,,
39,4289669473549530.0,07/27,VISA 16 digit,2022-07-15,,
40,4173978310333.0,01/28,VISA 13 digit,2007-05-18,,
41,4049710416137390.0,01/25,VISA 16 digit,1999-03-24,,
42,4.40761779871577e+18,12/29,VISA 19 digit,2007-08-08,,
43,4156344338457280.0,10/31,VISA 16 digit,2007-01-14,,
44,4898272460828.0,10/26,VISA 13 digit,2009-04-23,,
45,6595386867901890.0,11/25,Discover,2000-03-14,,
46,30154099910530.0,03/23,Diners Club / Carte Blanche,2021-08-07,,
47,2285974339455010.0,08/32,Mastercard,1997-06-24,,
48,2715119131514090.0,02/25,Mastercard,2016-11-03,,
49,639019812630.0,10/29,Maestro,2017-05-14,,
50,213146972286920.0,12/24,JCB 15 digit,2009-05-08,,
51,3514108897963990.0,01/25,JCB 16 digit,2008-12-12,,
52,3575631153883240.0,01/32,JCB 16 digit,2019-07-26,,
53,3593386450790610.0,04/30,JCB 16 digit,2015-07-23,,
54,4.68302398583885e+18,06/31,VISA 19 digit,1996-12-16,,
0,2484210711608850.0,08/26,Mastercard,2017-08-10,,
1,4.36785969356556e+18,05/23,VISA 19 digit,2016-08-07,,
2,30094116619203.0,04/29,Diners Club / Carte Blanche,2007-08-18,,
3,3596678929090270.0,03/26,JCB 16 digit,1998-11-02,,
4,36575740380976.0,08/27,Diners Club / Carte Blanche,2008-12-10,,
5,180066500657682.0,11/30,JCB 15 digit,2020-01-08,,
6,4038742950518.0,12/26,VISA 13 digit,1994-07-19,,
7,375759814867212.0,05/28,American Express,1998-09-21,,
8,5366025660449920.0,06/25,Mastercard,2009-08-06,,
9,5207420559869720.0,11/27,Mastercard,2019-12-16,,
10,4629262196308.0,06/23,VISA 13 digit,1994-04-04,,
11,4028130308383000.0,05/26,VISA 16 digit,2014-04-13,,
12,344817914608981.0,04/29,American Express,2013-03-16,,
13,4961443380344800.0,08/29,VISA 16 digit,2007-08-07,,
14,4878227064513600.0,12/27,VISA 16 digit,1999-09-29,,
15,3595367580909890.0,04/26,JCB 16 digit,2019-10-05,,
16,4934779685771.0,03/28,VISA 13 digit,2014-06-25,,
17,4688688260016600.0,11/31,VISA 16 digit,2015-10-03,,
18,30159383008651.0,10/27,Diners Club / Carte Blanche,2012-03-02,,
19,370607608451831.0,08/27,American Express,2015-08-27,,
20,378363260910027.0,10/27,American Express,1993-02-20,,
21,36483758206979.0,10/30,Diners Club / Carte Blanche,2001-12-11,,
22,60410948412.0,09/32,Maestro,2003-12-10,,
23,3509766010294900.0,03/31,JCB 16 digit,2020-12-03,,
24,4640860643469840.0,11/26,VISA 16 digit,2015-08-08,,
25,30345934556898.0,03/28,Diners Club / Carte Blanche,2015-10-15,,
26,6522978551386160.0,12/25,Discover,2016-12-31,,
27,3520037418775260.0,06/28,JCB 16 digit,2005-02-01,,
28,3518819862777840.0,06/32,JCB 16 digit,1999-03-06,,
29,3554121256355680.0,05/26,JCB 16 digit,2016-12-10,,
30,4855621642812770.0,08/27,VISA 16 digit,2000-06-01,,
31,2608352417849660.0,03/23,Mastercard,2011-07-05,,
32,6566062696994680.0,06/28,Discover,2019-03-18,,
33,4.75842837041464e+18,06/25,VISA 19 digit,2003-11-03,,
34,4048195235506300.0,10/27,VISA 16 digit,2009-11-27,,
35,30394772291473.0,04/31,Diners Club / Carte Blanche,1996-01-20,,
36,30575877086665.0,02/31,Diners Club / Carte Blanche,2021-06-06,,
37,378792144827132.0,10/25,American Express,1994-06-27,,
38,502089300417.0,01/32,Maestro,2012-04-17,,
39,213119395347694.0,12/23,JCB 15 digit,2018-02-04,,
40,4163357303331660.0,01/29,VISA 16 digit,2005-02-24,,
41,3582199583582480.0,09/27,JCB 16 digit,1993-09-02,,
42,4252782340921490.0,04/32,VISA 16 digit,2015-06-27,,
43,342360733473305.0,02/27,American Express,1996-03-03,,
44,3552804676898940.0,01/25,JCB 16 digit,2021-07-22,,
45,4802477820355720.0,12/25,VISA 16 digit,2020-10-07,,
46,3514070605109460.0,09/29,JCB 16 digit,2010-04-17,,
47,38017021838370.0,03/32,Diners Club / Carte Blanche,2018-09-03,,
48,373659942916570.0,06/26,American Express,2013-11-11,,
49,38402951471865.0,03/32,Diners Club / Carte Blanche,1999-04-17,,
50,676147999640.0,09/23,Maestro,2004-11-01,,
51,30315666897000.0,01/32,Diners Club / Carte Blanche,2002-02-02,,
52,6011996268632550.0,10/24,Discover,1995-03-09,,
53,3511347905413410.0,05/25,JCB 16 digit,1994-01-10,,
54,2369026064193060.0,08/28,Mastercard,2020-11-09,,
0,377627651276409.0,04/23,American Express,1996-09-13,,
1,675925349234.0,07/23,Maestro,1993-06-06,,
2,676244819774.0,08/27,Maestro,2008-05-22,,
3,4421645177399580.0,08/30,VISA 16 digit,2014-08-23,,
4,3583983947216390.0,12/28,JCB 16 digit,2017-09-09,,
5,213119000651233.0,05/30,JCB 15 digit,2011-05-31,,
6,349853717669768.0,03/26,American Express,2002-07-26,,
7,4357801154378.0,12/25,VISA 13 digit,2012-02-29,,
8,4294499709798370.0,12/26,VISA 16 digit,1993-10-17,,
9,6576239818969240.0,02/28,Discover,2001-06-22,,
10,4544337431998970.0,06/24,VISA 16 digit,2006-02-24,,
11,4.05458211175126e+18,07/26,VISA 19 digit,2015-01-17,,
12,3540654032134190.0,06/31,JCB 16 digit,2015-12-24,,
13,4178940950125690.0,10/29,VISA 16 digit,2009-06-11,,
14,370198607854902.0,09/24,American Express,2017-09-14,,
15,4944151550230340.0,06/28,VISA 16 digit,2020-08-11,,
16,213101572358595.0,10/29,JCB 15 digit,1996-07-16,,
17,4885660977501300.0,09/29,VISA 16 digit,2004-03-22,,
18,4382559738016200.0,05/30,VISA 16 digit,2014-10-30,,
19,4489644235142930.0,04/25,VISA 16 digit,2014-03-15,,
20,4.10645228292853e+18,12/27,VISA 19 digit,2015-08-20,,
21,4.97345790797567e+18,01/26,VISA 19 digit,2010-06-24,,
22,30096542637931.0,05/30,Diners Club / Carte Blanche,1999-11-07,,
23,4.1940010285627e+18,04/29,VISA 19 digit,2004-08-29,,
24,3556140418529730.0,08/23,JCB 16 digit,2004-12-27,,
25,30549930655253.0,03/25,Diners Club / Carte Blanche,2015-07-03,,
26,378291276780870.0,03/28,American Express,2004-03-17,,
27,3585944251691090.0,06/31,JCB 16 digit,2022-05-18,,
28,6516838794113880.0,11/27,Discover,2022-10-19,,
29,4268420509420720.0,02/25,VISA 16 digit,1995-07-11,,
30,3519139219511800.0,08/24,JCB 16 digit,2020-12-03,,
31,30239257214039.0,10/30,Diners Club / Carte Blanche,2010-10-17,,
32,676295084237.0,02/32,Maestro,2008-08-12,,
33,3589710073178990.0,03/28,JCB 16 digit,2003-12-28,,
34,4.21341996727947e+18,11/32,VISA 19 digit,2006-08-13,,
35,4.66662697768593e+18,03/25,VISA 19 digit,2006-05-09,,
36,30529667460515.0,12/28,Diners Club / Carte Blanche,2021-07-07,,
37,4630342398001920.0,08/25,VISA 16 digit,2009-12-27,,
38,347847878371588.0,01/25,American Express,2003-01-16,,
39,4838326406664800.0,05/30,VISA 16 digit,2002-03-18,,
40,6589033035738990.0,10/23,Discover,1999-12-08,,
41,3515570081759590.0,12/29,JCB 16 digit,2014-04-30,,
42,6545024290252360.0,01/28,Discover,1998-05-07,,
43,4.30021585376544e+18,02/28,VISA 19 digit,2000-08-25,,
44,3529219567486970.0,12/29,JCB 16 digit,1993-08-24,,
45,4071133174289910.0,07/27,VISA 16 digit,1998-07-22,,
46,501854281190.0,08/23,Maestro,2010-02-20,,
47,4490505207166.0,12/24,VISA 13 digit,2000-07-19,,
48,503884528889.0,04/24,Maestro,2014-12-16,,
49,3517784197300340.0,04/30,JCB 16 digit,2022-09-28,,
50,4596354102710730.0,06/26,VISA 16 digit,1995-02-26,,
51,4889444503793.0,05/31,VISA 13 digit,2000-02-18,,
52,4016533757392230.0,06/26,VISA 16 digit,2000-08-29,,
53,5262245883659380.0,05/25,Mastercard,1993-07-05,,
54,3594342201387520.0,09/32,JCB 16 digit,2008-05-03,,
0,4031771894958530.0,05/26,VISA 16 digit,2017-03-28,,
1,4300077437432.0,05/26,VISA 13 digit,2010-08-23,,
2,213187910377660.0,04/26,JCB 15 digit,2022-07-08,,
3,4974657059073680.0,08/25,VISA 16 digit,2000-06-29,,
4,4172522282329.0,07/30,VISA 13 digit,2016-07-14,,
5,371251934054081.0,03/28,American Express,2015-08-23,,
6,377729763756821.0,05/25,American Express,2019-06-22,,
7,5435239495586890.0,06/28,Mastercard,2011-04-19,,
8,4181136674986980.0,05/29,VISA 16 digit,2017-09-14,,
9,213149903605242.0,03/28,JCB 15 digit,2015-06-20,,
10,4788831125998.0,07/24,VISA 13 digit,2007-07-15,,
11,567188425365.0,07/31,Maestro,2002-07-10,,
12,4765313786835190.0,09/32,VISA 16 digit,2016-04-20,,
13,4588374811889380.0,04/32,VISA 16 digit,1997-06-17,,
14,4313526406877190.0,11/26,VISA 16 digit,2015-01-15,,
15,4320058897304280.0,08/28,VISA 16 digit,2006-01-05,,
16,4551381330982.0,11/26,VISA 13 digit,2014-10-10,,
17,3509301835566820.0,09/23,JCB 16 digit,2009-06-15,,
18,30026049608556.0,03/26,Diners Club / Carte Blanche,2012-01-17,,
19,6522194822239590.0,03/32,Discover,1999-03-01,,
20,3538647710446730.0,01/27,JCB 16 digit,2003-03-09,,
21,4.02038526558383e+18,08/24,VISA 19 digit,1996-09-23,,
22,4465719312573330.0,05/28,VISA 16 digit,1997-11-25,,
23,4341464065840.0,01/23,VISA 13 digit,2007-03-17,,
24,4347699280526.0,04/27,VISA 13 digit,2022-10-29,,
25,6011564095231160.0,09/24,Discover,1995-04-19,,
26,213111915664898.0,08/28,JCB 15 digit,2021-01-06,,
27,213157233690107.0,04/32,JCB 15 digit,2004-05-23,,
28,213148198241721.0,09/31,JCB 15 digit,1995-05-02,,
29,3513728004164850.0,11/28,JCB 16 digit,2008-10-28,,
30,675906027544.0,11/28,Maestro,2019-02-17,,
31,213133505105017.0,01/29,JCB 15 digit,2017-04-28,,
32,30420060587619.0,01/32,Diners Club / Carte Blanche,2005-09-25,,
33,4918531516879.0,09/26,VISA 13 digit,2019-09-20,,
34,180035523013371.0,12/25,JCB 15 digit,1993-11-12,,
35,3504329222344900.0,09/24,JCB 16 digit,2003-06-30,,
36,6587576076435380.0,04/24,Discover,1997-04-09,,
37,4.09226143203557e+18,01/27,VISA 19 digit,2020-03-20,,
38,30277006179806.0,08/32,Diners Club / Carte Blanche,2002-08-02,,
39,2499631546173180.0,01/27,Mastercard,1996-11-25,,
40,4.17965080746754e+18,07/23,VISA 19 digit,1996-07-23,,
41,4.04045089325562e+18,03/30,VISA 19 digit,2008-05-03,,
42,4709502925409.0,12/30,VISA 13 digit,2011-05-23,,
43,60485382695.0,04/28,Maestro,2007-02-22,,
44,60490344599.0,07/25,Maestro,2011-12-06,,
45,38071269766660.0,03/31,Diners Club / Carte Blanche,2002-08-02,,
46,4511968654006.0,10/25,VISA 13 digit,1999-10-24,,
47,3532010581478760.0,12/31,JCB 16 digit,2011-06-16,,
48,4146925344738890.0,09/23,VISA 16 digit,2013-07-10,,
49,30142855453183.0,10/31,Diners Club / Carte Blanche,2012-04-21,,
50,347994334767783.0,01/26,American Express,2022-08-29,,
51,569173340963.0,11/23,Maestro,2017-07-15,,
52,30308000026956.0,12/23,Diners Club / Carte Blanche,2019-05-02,,
53,569045093576.0,04/24,Maestro,2012-12-20,,
54,4287550028814.0,06/31,VISA 13 digit,2006-03-17,,
0,4.13491619755136e+18,06/27,VISA 19 digit,2012-04-27,,
1,4076416066252.0,07/32,VISA 13 digit,2014-10-02,,
2,4013422066400270.0,11/31,VISA 16 digit,1997-09-10,,
3,3590696302801950.0,05/23,JCB 16 digit,2008-02-09,,
4,213165548360449.0,09/32,JCB 15 digit,2005-10-02,,
5,502057952082.0,12/31,Maestro,1993-11-17,,
6,30136357855143.0,02/24,Diners Club / Carte Blanche,2018-10-03,,
7,377238592097555.0,09/27,American Express,2016-10-19,,
8,4116458129681.0,05/26,VISA 13 digit,2021-07-18,,
9,6011497222128570.0,07/26,Discover,2010-01-21,,
10,4782140818822130.0,06/31,VISA 16 digit,2000-02-18,,
11,4733658436268.0,04/26,VISA 13 digit,2000-04-22,,
12,213171616579712.0,07/23,JCB 15 digit,2016-05-02,,
14,6536043465736910.0,01/30,Discover,1995-03-22,,
15,564605012645.0,04/32,Maestro,2014-03-19,,
16,2251580456003560.0,02/26,Mastercard,1999-07-15,,
17,4880890542245.0,11/28,VISA 13 digit,2022-02-10,,
18,4.50346564643694e+18,03/31,VISA 19 digit,2016-03-05,,
19,346560839489123.0,10/32,American Express,1993-03-04,,
20,4.2823178193604895e+18,04/24,VISA 19 digit,2013-07-29,,
21,3503323537756020.0,02/26,JCB 16 digit,1998-06-01,,
22,4338935951557350.0,12/26,VISA 16 digit,2011-03-28,,
23,501840452657.0,07/25,Maestro,2008-09-21,,
24,4033512185453340.0,01/29,VISA 16 digit,2018-11-16,,
25,4420571290379600.0,03/29,VISA 16 digit,2014-11-15,,
26,6011701265051360.0,01/32,Discover,2007-02-17,,
27,4568222793536780.0,02/32,VISA 16 digit,2019-05-07,,
28,30094752197597.0,10/27,Diners Club / Carte Blanche,1997-11-14,,
29,3503341907761320.0,12/25,JCB 16 digit,2019-11-04,,
30,3559263514530440.0,05/24,JCB 16 digit,2009-05-22,,
31,4692830924544.0,10/26,VISA 13 digit,1995-01-27,,
32,3566371729812000.0,02/30,JCB 16 digit,2014-09-18,,
33,3543323360335790.0,11/26,JCB 16 digit,2008-12-29,,
34,2444967317102710.0,09/31,Mastercard,2005-12-06,,
35,4589407908787.0,01/30,VISA 13 digit,2006-11-19,,
36,639079194820.0,10/24,Maestro,2016-12-07,,
37,30038291252785.0,04/25,Diners Club / Carte Blanche,2014-06-17,,
38,347477702999303.0,05/23,American Express,2012-06-10,,
39,36286437050886.0,02/25,Diners Club / Carte Blanche,2003-03-19,,
40,3511465132087120.0,06/25,JCB 16 digit,1996-05-28,,
41,2260941775886880.0,02/29,Mastercard,2018-01-21,,
42,46026611441111.0,09/29,VISA 16 digit,2017-10-19,,
43,36089350300597.0,10/31,Diners Club / Carte Blanche,2001-09-03,,
44,375792622850682.0,01/23,American Express,1994-04-28,,
45,6011800830432290.0,10/26,Discover,2015-10-22,,
46,180006730086674.0,07/26,JCB 15 digit,2017-06-11,,
47,4.4116371895171297e+18,11/28,VISA 19 digit,2019-08-27,,
48,5116432954241540.0,06/27,Mastercard,2020-03-18,,
49,6011043791921750.0,07/31,Discover,1999-07-18,,
50,4.2422979617803505e+18,06/29,VISA 19 digit,2016-03-02,,
51,582461270768.0,09/26,Maestro,2001-04-16,,
52,213134953532645.0,07/30,JCB 15 digit,2018-03-11,,
53,30050468919989.0,06/29,Diners Club / Carte Blanche,2005-07-03,,
54,6562977725403440.0,09/27,Discover,2022-06-12,,
0,4.52157369619311e+18,07/25,VISA 19 digit,1993-01-24,,
1,5261684091063320.0,08/27,Mastercard,1997-10-10,,
2,348553146295844.0,04/31,American Express,2014-06-08,,
3,3505641942941120.0,07/25,JCB 16 digit,2010-10-22,,
4,180078913731384.0,03/27,JCB 15 digit,2009-08-20,,
5,4937174291363520.0,12/31,VISA 16 digit,2014-10-13,,
6,4716512610640.0,06/24,VISA 13 digit,1997-01-14,,
7,3519717021432760.0,09/23,JCB 16 digit,2013-04-07,,
8,6011861536566450.0,03/26,Discover,2004-08-10,,
9,60411611878.0,05/23,Maestro,2018-09-07,,
10,4470292521397180.0,05/28,VISA 16 digit,2005-02-23,,
11,4976048486096540.0,06/30,VISA 16 digit,2001-01-17,,
12,4706825839085.0,10/29,VISA 13 digit,2019-05-24,,
13,6011335252909260.0,07/25,Discover,2017-01-31,,
14,4466970017109350.0,06/24,VISA 16 digit,2013-07-05,,
15,630497003149.0,12/30,Maestro,1999-04-08,,
16,180081672526912.0,12/30,JCB 15 digit,2016-02-04,,
17,3526845516244060.0,05/28,JCB 16 digit,2005-09-12,,
18,3509240989395410.0,07/25,JCB 16 digit,2003-10-05,,
19,5437140769455320.0,12/27,Mastercard,1993-12-31,,
20,30351809728919.0,07/25,Diners Club / Carte Blanche,2003-06-04,,
21,4425808730993150.0,12/24,VISA 16 digit,2021-01-12,,
22,340365294161985.0,06/29,American Express,2007-08-19,,
23,4306272967371770.0,11/24,VISA 16 digit,2021-03-07,,
24,676220218041.0,08/23,Maestro,2008-02-12,,
25,3525419110510840.0,07/24,JCB 16 digit,2007-04-29,,
26,3555222799700550.0,06/31,JCB 16 digit,1994-11-08,,
27,4367701982231760.0,11/27,VISA 16 digit,2012-10-07,,
28,4.51757836569277e+18,12/31,VISA 19 digit,1995-06-09,,
29,374032557310381.0,08/27,American Express,1999-02-18,,
30,38898286857894.0,01/27,Diners Club / Carte Blanche,2001-03-05,,
31,4506530202078.0,06/29,VISA 13 digit,2015-09-25,,
32,3539991425052350.0,04/27,JCB 16 digit,1994-02-20,,
33,4153152148006.0,12/31,VISA 13 digit,2006-02-14,,
34,676230229848.0,07/30,Maestro,2011-05-08,,
35,3563613497483030.0,12/27,JCB 16 digit,2014-08-19,,
36,6011105800328570.0,06/27,Discover,2001-11-11,,
37,30289675577848.0,11/27,Diners Club / Carte Blanche,2011-06-29,,
38,676208189628.0,10/28,Maestro,2020-01-19,,
39,501896874085.0,04/26,Maestro,2013-02-22,,
40,4976575935646030.0,03/29,VISA 16 digit,2015-05-02,,
41,3523451788849190.0,04/31,JCB 16 digit,1995-11-04,,
42,4166852310924.0,01/30,VISA 13 digit,2019-02-05,,
43,3576813184898150.0,03/32,JCB 16 digit,2007-10-27,,
44,3545372784715650.0,03/30,JCB 16 digit,2010-02-12,,
45,503836875305.0,09/31,Maestro,2002-05-29,,
46,30306808980382.0,10/31,Diners Club / Carte Blanche,1993-10-28,,
47,180070756972464.0,07/29,JCB 15 digit,2007-06-25,,
48,370419412885166.0,05/24,American Express,2022-09-08,,
49,213186017449612.0,05/27,JCB 15 digit,2001-12-21,,
50,4669982809434.0,11/27,VISA 13 digit,2020-05-27,,
51,4.25727128792579e+18,09/29,VISA 19 digit,2000-07-06,,
52,4314327253012170.0,04/24,VISA 16 digit,2008-08-18,,
53,6011324473082500.0,06/32,Discover,1993-07-31,,
54,4070337322755210.0,01/27,VISA 16 digit,2017-06-06,,
0,639060836801.0,09/25,Maestro,1999-06-04,,
1,3532124694601750.0,05/32,JCB 16 digit,1994-07-17,,
2,4681601706610.0,04/29,VISA 13 digit,2014-08-04,,
3,3548308729437310.0,04/28,JCB 16 digit,2003-02-02,,
4,3535550235924210.0,12/23,JCB 16 digit,2020-10-12,,
5,2271762165254770.0,03/31,Mastercard,2001-11-22,,
6,30481114745942.0,02/28,Diners Club / Carte Blanche,1993-05-14,,
7,3597707296535240.0,02/24,JCB 16 digit,2011-04-12,,
8,4896144021381340.0,01/27,VISA 16 digit,2018-07-06,,
9,4.96519919107705e+18,09/24,VISA 19 digit,1999-12-05,,
10,4.62250592245278e+18,12/31,VISA 19 digit,2014-10-17,,
11,343778459883143.0,08/32,American Express,2000-10-20,,
12,3525694901582720.0,03/30,JCB 16 digit,2008-12-03,,
13,4.39020739775744e+18,11/32,VISA 19 digit,2011-04-04,,
14,374523245699748.0,11/26,American Express,2016-02-15,,
15,4060933003214780.0,03/28,VISA 16 digit,2005-08-29,,
16,180033680922138.0,08/24,JCB 15 digit,2001-06-21,,
17,213158527334352.0,11/32,JCB 15 digit,2002-12-04,,
18,2295576573640250.0,05/32,Mastercard,2006-10-30,,
19,4415607175993130.0,11/29,VISA 16 digit,2003-02-04,,
20,3525230579352870.0,01/32,JCB 16 digit,2022-09-28,,
21,3514980655761160.0,07/27,JCB 16 digit,2022-01-21,,
22,5470464615225030.0,02/32,Mastercard,2011-08-18,,
23,372568601532118.0,05/23,American Express,2004-11-19,,
24,4.68622067738789e+18,02/26,VISA 19 digit,2011-11-25,,
25,4501250897179000.0,09/30,VISA 16 digit,1998-07-09,,
26,376328353995120.0,11/30,American Express,2022-08-30,,
27,4947739345757.0,02/24,VISA 13 digit,2002-12-04,,
28,6590666190882760.0,05/23,Discover,2000-05-18,,
29,3510724574267040.0,06/28,JCB 16 digit,2018-03-28,,
30,38489189438147.0,03/25,Diners Club / Carte Blanche,2022-03-18,,
31,4480261499764290.0,09/29,VISA 16 digit,2008-08-10,,
32,3592421395512010.0,09/27,JCB 16 digit,2001-12-05,,
33,377780535734364.0,09/24,American Express,1992-12-10,,
34,6011323617597010.0,05/29,Discover,2020-05-02,,
35,38369837471049.0,10/27,Diners Club / Carte Blanche,2012-01-18,,
36,2720452172921950.0,08/24,Mastercard,2021-12-02,,
37,6505640830987050.0,07/25,Discover,1996-02-03,,
38,372923685426408.0,03/23,American Express,2005-09-27,,
39,6550083946915720.0,03/30,Discover,1995-02-13,,
40,378304552448284.0,05/32,American Express,2003-10-11,,
41,4929105537258.0,01/26,VISA 13 digit,2015-12-11,,
42,30394542672812.0,07/23,Diners Club / Carte Blanche,2005-06-01,,
43,4780635888194.0,08/31,VISA 13 digit,2018-03-29,,
44,180012470500783.0,10/31,JCB 15 digit,2010-07-08,,
45,4281442975894090.0,12/23,VISA 16 digit,1996-06-05,,
46,4716170498320.0,04/31,VISA 13 digit,1997-03-03,,
47,213181258097279.0,06/25,JCB 15 digit,2018-12-14,,
48,30266338045264.0,04/26,Diners Club / Carte Blanche,2001-09-15,,
49,345910723556514.0,09/23,American Express,2015-04-24,,
50,30574127472924.0,03/23,Diners Club / Carte Blanche,1999-05-12,,
51,4.82910831359368e+18,04/29,VISA 19 digit,2013-06-09,,
52,4017005289035210.0,06/27,VISA 16 digit,2021-09-04,,
53,4052058878672570.0,10/27,VISA 16 digit,2000-10-28,,
54,3545785811725650.0,02/27,JCB 16 digit,2008-11-05,,
0,6011179453184750.0,07/24,Discover,1999-12-07,,
1,348558175366986.0,12/28,American Express,2012-02-18,,
2,4.25887930856941e+18,06/23,VISA 19 digit,1995-02-01,,
3,2222902889233300.0,02/28,Mastercard,2020-09-22,,
4,3588456392679550.0,09/27,JCB 16 digit,2013-10-08,,
5,4936185548091860.0,08/27,VISA 16 digit,2017-10-14,,
6,30104451868164.0,07/24,Diners Club / Carte Blanche,2013-05-23,,
7,4177772664221020.0,09/32,VISA 16 digit,2014-07-04,,
8,630496388335.0,10/25,Maestro,1993-01-29,,
9,582487436377.0,03/24,Maestro,2012-04-21,,
10,4.81413386160981e+18,08/32,VISA 19 digit,2005-12-05,,
11,213149193499603.0,07/25,JCB 15 digit,2003-02-12,,
12,30449457872250.0,10/31,Diners Club / Carte Blanche,1997-05-01,,
13,180035310264922.0,08/29,JCB 15 digit,2015-10-11,,
14,4343704783190.0,09/25,VISA 13 digit,1999-11-20,,
15,30086088472512.0,08/25,Diners Club / Carte Blanche,2010-01-08,,
16,6510148106402940.0,11/26,Discover,2011-03-11,,
17,213157457874239.0,03/23,JCB 15 digit,1997-04-06,,
18,6011713456656560.0,03/23,Discover,1997-06-16,,
19,4483521195299470.0,12/26,VISA 16 digit,2017-03-18,,
20,4454144448854.0,06/30,VISA 13 digit,2010-03-23,,
21,213105286288824.0,07/32,JCB 15 digit,2022-08-07,,
22,5565837288119690.0,03/28,Mastercard,2011-09-02,,
23,379080218015498.0,03/25,American Express,2001-03-07,,
24,3571092008951660.0,09/23,JCB 16 digit,2011-09-09,,
25,4.99730377446806e+18,03/25,VISA 19 digit,2015-08-20,,
26,30477655796377.0,11/25,Diners Club / Carte Blanche,1997-07-27,,
27,180074633020091.0,06/23,JCB 15 digit,2004-07-27,,
28,36031560560644.0,08/25,Diners Club / Carte Blanche,2008-02-01,,
